code_module,code_presentation,id_student,gender,age-band,imd-band,high-education,region,prev-attempts,studied-credits,disability,avg-score,final-result,withdrawl
BBB,2014B,561060,F,0-35,60-70%,A Level or Equivalent,East Anglian Region,0,120,Y,85.72727273,Pass,0
BBB,2014B,561061,F,0-35,40-50%,A Level or Equivalent,Yorkshire Region,0,120,N,77.63636364,Pass,0
BBB,2014B,561674,F,0-35,60-70%,Lower Than A Level,East Anglian Region,0,120,N,0,Withdrawn,1
BBB,2014B,561953,F,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,60,N,77,Pass,0
BBB,2014B,561978,F,0-35,80-90%,A Level or Equivalent,South West Region,1,180,N,88.09090909,Distinction,0
BBB,2014B,562139,F,0-35,0-10%,Lower Than A Level,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,562267,M,35-55,10-20,Lower Than A Level,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,562438,F,35-55,20-30%,A Level or Equivalent,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,562642,M,35-55,90-100%,Lower Than A Level,South West Region,0,60,N,0,Fail,0
BBB,2014B,562643,F,0-35,50-60%,A Level or Equivalent,South West Region,0,60,N,64,Withdrawn,1
BBB,2014B,562783,F,0-35,40-50%,Lower Than A Level,East Midlands Region,0,60,N,85.5,Withdrawn,1
BBB,2014B,562857,F,35-55,20-30%,Lower Than A Level,London Region,0,60,N,73.81818182,Pass,0
BBB,2014B,563413,F,0-35,90-100%,A Level or Equivalent,South Region,0,60,N,83.81818182,Distinction,0
BBB,2014B,563487,F,35-55,80-90%,A Level or Equivalent,East Anglian Region,0,75,N,78.81818182,Pass,0
BBB,2014B,563754,F,0-35,30-40%,Lower Than A Level,South West Region,1,120,N,78.18181818,Pass,0
BBB,2014B,563822,F,0-35,40-50%,Lower Than A Level,East Anglian Region,0,60,N,0,Fail,0
BBB,2014B,563945,M,35-55,70-80%,Lower Than A Level,Scotland,0,90,N,0,Withdrawn,1
BBB,2014B,563986,F,0-35,10-20,Lower Than A Level,North Western Region,0,75,N,74,Fail,0
BBB,2014B,563987,F,35-55,20-30%,A Level or Equivalent,North Western Region,0,120,N,72.27272727,Pass,0
BBB,2014B,564409,M,0-35,30-40%,A Level or Equivalent,Scotland,1,120,N,89.72727273,Pass,0
BBB,2014B,564460,F,0-35,0-10%,No Formal quals,Yorkshire Region,0,60,N,0,Withdrawn,1
BBB,2014B,564810,F,35-55,40-50%,A Level or Equivalent,East Anglian Region,0,120,N,0,Withdrawn,1
BBB,2014B,564906,M,35-55,0-10%,Lower Than A Level,North Western Region,0,120,N,73.7,Pass,0
BBB,2014B,565008,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,565009,F,0-35,40-50%,Lower Than A Level,East Anglian Region,0,60,N,77,Fail,0
BBB,2014B,565344,F,35-55,70-80%,A Level or Equivalent,London Region,0,60,N,84,Fail,0
BBB,2014B,565402,F,0-35,80-90%,Lower Than A Level,South Region,0,180,N,65,Withdrawn,1
BBB,2014B,565869,F,35-55,50-60%,Lower Than A Level,East Anglian Region,0,60,N,78.3,Pass,0
BBB,2014B,565988,F,0-35,10-20,Lower Than A Level,North Region,0,120,N,75,Fail,0
BBB,2014B,566181,F,0-35,50-60%,A Level or Equivalent,South West Region,0,60,N,54,Pass,0
BBB,2014B,566669,F,0-35,30-40%,A Level or Equivalent,South East Region,0,60,N,79.55555556,Pass,0
BBB,2014B,567048,F,35-55,80-90%,A Level or Equivalent,East Anglian Region,0,60,N,80.27272727,Pass,0
BBB,2014B,567059,F,0-35,50-60%,Lower Than A Level,East Midlands Region,0,120,N,72.44444444,Withdrawn,1
BBB,2014B,567273,F,0-35,40-50%,A Level or Equivalent,North Western Region,0,60,Y,0,Withdrawn,1
BBB,2014B,567757,F,0-35,10-20,A Level or Equivalent,Wales,0,60,N,79.7,Pass,0
BBB,2014B,567889,F,35-55,40-50%,Lower Than A Level,South West Region,0,60,N,83.63636364,Pass,0
BBB,2014B,567963,F,35-55,30-40%,Lower Than A Level,London Region,0,60,Y,80.27272727,Pass,0
BBB,2014B,568042,F,0-35,30-40%,Lower Than A Level,East Anglian Region,1,120,N,40,Fail,0
BBB,2014B,568370,F,35-55,20-30%,A Level or Equivalent,West Midlands Region,0,120,N,83.69230769,Withdrawn,1
BBB,2014B,568559,F,35-55,90-100%,Lower Than A Level,East Midlands Region,1,120,N,75.90909091,Pass,0
BBB,2014B,568968,F,0-35,80-90%,Lower Than A Level,South Region,0,60,N,72.8,Pass,0
BBB,2014B,569074,F,35-55,30-40%,Lower Than A Level,South West Region,0,60,N,79.8,Withdrawn,1
BBB,2014B,569199,F,0-35,20-30%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,569225,F,0-35,40-50%,A Level or Equivalent,South Region,0,90,N,71,Pass,0
BBB,2014B,569660,M,35-55,10-20,Lower Than A Level,London Region,1,180,N,0,Withdrawn,1
BBB,2014B,569663,F,0-35,80-90%,Lower Than A Level,South Region,0,60,N,88.54545455,Pass,0
BBB,2014B,569664,M,35-55,40-50%,Lower Than A Level,London Region,0,60,N,75.54545455,Pass,0
BBB,2014B,569761,F,0-35,0-10%,Lower Than A Level,East Midlands Region,0,60,N,86.36363636,Pass,0
BBB,2014B,569864,F,0-35,10-20,Lower Than A Level,London Region,0,120,N,64.09090909,Pass,0
BBB,2014B,569970,F,0-35,40-50%,Lower Than A Level,East Midlands Region,0,60,N,81.09090909,Pass,0
BBB,2014B,570031,F,0-35,20-30%,Lower Than A Level,North Western Region,0,60,N,83.6,Pass,0
BBB,2014B,570133,F,35-55,40-50%,HE Qualification,Scotland,0,60,N,0,Withdrawn,1
BBB,2014B,570177,F,0-35,70-80%,Lower Than A Level,Ireland,0,180,N,0,Withdrawn,1
BBB,2014B,570186,F,0-35,0-10%,Lower Than A Level,West Midlands Region,0,60,N,72.5,Withdrawn,1
BBB,2014B,570239,F,35-55,10-20,Lower Than A Level,West Midlands Region,0,120,N,83,Fail,0
BBB,2014B,570437,F,35-55,0-10%,A Level or Equivalent,Scotland,0,60,Y,92.45454545,Distinction,0
BBB,2014B,570627,F,35-55,90-100%,A Level or Equivalent,South East Region,0,60,N,95.54545455,Distinction,0
BBB,2014B,570721,F,0-35,10-20,HE Qualification,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,571223,F,0-35,30-40%,Lower Than A Level,East Anglian Region,0,60,N,77.6,Pass,0
BBB,2014B,571540,F,0-35,90-100%,Lower Than A Level,East Anglian Region,0,135,N,88.8,Withdrawn,1
BBB,2014B,571614,F,0-35,10-20,Lower Than A Level,Ireland,1,180,N,68.81818182,Pass,0
BBB,2014B,571732,F,35-55,70-80%,Lower Than A Level,South East Region,1,180,N,0,Withdrawn,1
BBB,2014B,571880,F,0-35,30-40%,Lower Than A Level,Scotland,0,120,N,72.81818182,Pass,0
BBB,2014B,571897,F,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,120,Y,66.7,Pass,0
BBB,2014B,571954,M,0-35,10-20,HE Qualification,London Region,0,120,N,75,Pass,0
BBB,2014B,572187,F,0-35,80-90%,HE Qualification,Scotland,0,120,N,70.11111111,Fail,0
BBB,2014B,572290,M,0-35,20-30%,HE Qualification,South East Region,1,180,N,90.27272727,Pass,0
BBB,2014B,572370,F,35-55,40-50%,A Level or Equivalent,East Midlands Region,0,210,N,0,Withdrawn,1
BBB,2014B,572378,F,0-35,10-20,Lower Than A Level,London Region,0,240,Y,0,Withdrawn,1
BBB,2014B,572987,M,35-55,0-10%,Lower Than A Level,Yorkshire Region,1,180,Y,0,Withdrawn,1
BBB,2014B,573000,F,35-55,20-30%,HE Qualification,London Region,0,120,N,0,Withdrawn,1
BBB,2014B,573108,F,0-35,80-90%,A Level or Equivalent,South Region,0,120,N,78.75,Withdrawn,1
BBB,2014B,573323,F,0-35,70-80%,A Level or Equivalent,South West Region,0,120,N,89.7,Distinction,0
BBB,2014B,573488,F,35-55,70-80%,Lower Than A Level,East Anglian Region,1,120,N,45,Pass,0
BBB,2014B,573496,F,0-35,20-30%,A Level or Equivalent,South Region,1,180,N,82.9,Pass,0
BBB,2014B,573806,F,35-55,20-30%,A Level or Equivalent,South East Region,0,120,N,85.54545455,Distinction,0
BBB,2014B,573824,F,35-55,20-30%,Lower Than A Level,South East Region,0,120,N,87.25,Withdrawn,1
BBB,2014B,573851,F,0-35,20-30%,Lower Than A Level,East Midlands Region,0,120,N,79.8,Pass,0
BBB,2014B,573853,F,35-55,,A Level or Equivalent,Ireland,0,60,N,69.54545455,Pass,0
BBB,2014B,574057,F,35-55,0-10%,Lower Than A Level,London Region,0,60,N,0,Fail,0
BBB,2014B,574264,F,0-35,40-50%,Lower Than A Level,East Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,574553,F,0-35,20-30%,Lower Than A Level,London Region,0,150,N,0,Withdrawn,1
BBB,2014B,574569,F,0-35,30-40%,A Level or Equivalent,London Region,0,120,N,72.27272727,Pass,0
BBB,2014B,574748,F,0-35,0-10%,Lower Than A Level,West Midlands Region,1,150,N,0,Withdrawn,1
BBB,2014B,574935,F,35-55,40-50%,Lower Than A Level,East Anglian Region,0,120,N,73,Withdrawn,1
BBB,2014B,574944,F,0-35,20-30%,A Level or Equivalent,West Midlands Region,0,60,N,84,Withdrawn,1
BBB,2014B,575251,F,35-55,0-10%,A Level or Equivalent,Scotland,0,120,Y,52.33333333,Withdrawn,1
BBB,2014B,575602,F,0-35,70-80%,A Level or Equivalent,London Region,0,120,N,66,Pass,0
BBB,2014B,575680,F,0-35,80-90%,Lower Than A Level,South East Region,1,120,N,79.81818182,Pass,0
BBB,2014B,575980,F,0-35,30-40%,Lower Than A Level,London Region,0,120,N,72,Withdrawn,1
BBB,2014B,575990,F,0-35,10-20,Lower Than A Level,South West Region,0,60,N,46,Withdrawn,1
BBB,2014B,576179,F,0-35,0-10%,No Formal quals,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,576375,F,0-35,,Lower Than A Level,North Western Region,0,120,N,85.54545455,Withdrawn,1
BBB,2014B,576738,F,0-35,60-70%,Lower Than A Level,South Region,0,120,N,96,Distinction,0
BBB,2014B,577170,F,0-35,10-20,HE Qualification,West Midlands Region,1,150,N,0,Fail,0
BBB,2014B,577304,F,35-55,20-30%,Lower Than A Level,North Western Region,1,120,N,90,Fail,0
BBB,2014B,577527,F,35-55,60-70%,Lower Than A Level,South East Region,1,120,N,85.72727273,Pass,0
BBB,2014B,577676,F,0-35,90-100%,HE Qualification,South Region,0,60,N,76.90909091,Pass,0
BBB,2014B,577905,F,0-35,0-10%,Lower Than A Level,South West Region,0,120,N,49.5,Withdrawn,1
BBB,2014B,578003,F,0-35,30-40%,HE Qualification,South West Region,0,120,N,77,Fail,0
BBB,2014B,578282,F,0-35,30-40%,Lower Than A Level,North Region,0,120,N,79.8,Fail,0
BBB,2014B,578574,F,0-35,20-30%,Lower Than A Level,East Midlands Region,1,120,N,80,Pass,0
BBB,2014B,579255,F,0-35,50-60%,Lower Than A Level,Wales,0,135,N,70.42857143,Withdrawn,1
BBB,2014B,579448,F,0-35,10-20,Lower Than A Level,Scotland,0,120,N,0,Withdrawn,1
BBB,2014B,579537,F,35-55,,A Level or Equivalent,Ireland,0,60,N,70.81818182,Pass,0
BBB,2014B,579720,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,60,N,79.77777778,Fail,0
BBB,2014B,580688,F,0-35,60-70%,A Level or Equivalent,South Region,0,180,N,97,Distinction,0
BBB,2014B,581222,M,0-35,50-60%,A Level or Equivalent,East Midlands Region,0,240,N,61.81818182,Pass,0
BBB,2014B,581333,F,0-35,70-80%,A Level or Equivalent,South West Region,0,120,N,0,Withdrawn,1
BBB,2014B,581353,F,0-35,90-100%,Lower Than A Level,South West Region,0,180,N,81.18181818,Pass,0
BBB,2014B,581459,F,0-35,70-80%,Lower Than A Level,South West Region,1,120,N,60.66666667,Fail,0
BBB,2014B,581647,F,0-35,20-30%,Lower Than A Level,East Midlands Region,1,120,Y,0,Withdrawn,1
BBB,2014B,582496,F,0-35,0-10%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,582742,F,0-35,20-30%,Lower Than A Level,West Midlands Region,0,120,N,91.85714286,Fail,0
BBB,2014B,583102,F,0-35,50-60%,A Level or Equivalent,East Anglian Region,0,120,N,65.55555556,Fail,0
BBB,2014B,583950,F,0-35,0-10%,Lower Than A Level,North Western Region,0,60,N,60,Fail,0
BBB,2014B,584566,F,0-35,10-20,No Formal quals,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,584632,F,35-55,0-10%,Lower Than A Level,West Midlands Region,1,180,N,0,Fail,0
BBB,2014B,584762,F,0-35,10-20,Lower Than A Level,East Anglian Region,0,120,N,85,Withdrawn,1
BBB,2014B,585048,M,0-35,0-10%,HE Qualification,North Western Region,0,120,N,85.27272727,Pass,0
BBB,2014B,585150,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,60,N,78.63636364,Pass,0
BBB,2014B,585283,F,0-35,0-10%,A Level or Equivalent,South Region,0,120,N,0,Withdrawn,1
BBB,2014B,585547,F,0-35,50-60%,A Level or Equivalent,London Region,0,120,N,82.45454545,Pass,0
BBB,2014B,585727,F,35-55,90-100%,A Level or Equivalent,East Anglian Region,0,120,N,72.5,Fail,0
BBB,2014B,586086,F,35-55,80-90%,Lower Than A Level,Wales,0,60,N,82.4,Pass,0
BBB,2014B,586111,F,0-35,40-50%,Lower Than A Level,South Region,1,120,Y,0,Fail,0
BBB,2014B,586133,F,0-35,30-40%,A Level or Equivalent,London Region,0,270,N,0,Withdrawn,1
BBB,2014B,586417,F,35-55,20-30%,A Level or Equivalent,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,586435,F,0-35,0-10%,Lower Than A Level,London Region,0,120,N,0,Withdrawn,1
BBB,2014B,586712,F,35-55,50-60%,A Level or Equivalent,East Midlands Region,0,120,N,94.18181818,Pass,0
BBB,2014B,586995,F,0-35,50-60%,Lower Than A Level,South Region,0,120,N,69.09090909,Pass,0
BBB,2014B,587181,F,35-55,80-90%,A Level or Equivalent,South Region,0,60,N,76.875,Pass,0
BBB,2014B,587524,F,35-55,30-40%,A Level or Equivalent,Yorkshire Region,0,120,N,83.72727273,Distinction,0
BBB,2014B,587538,F,35-55,80-90%,Lower Than A Level,South East Region,0,120,N,93.55555556,Distinction,0
BBB,2014B,587780,F,0-35,50-60%,A Level or Equivalent,North Western Region,0,120,N,86.81818182,Pass,0
BBB,2014B,588039,F,35-55,50-60%,A Level or Equivalent,South East Region,0,120,N,79.25,Pass,0
BBB,2014B,588096,F,0-35,80-90%,Lower Than A Level,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,588302,F,0-35,90-100%,A Level or Equivalent,Scotland,0,60,N,87.72727273,Pass,0
BBB,2014B,588459,F,0-35,40-50%,Lower Than A Level,Wales,1,120,N,61,Fail,0
BBB,2014B,588484,F,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,60,N,80.7,Pass,0
BBB,2014B,588495,F,35-55,30-40%,Lower Than A Level,South West Region,0,120,N,0,Withdrawn,1
BBB,2014B,588592,F,0-35,20-30%,Lower Than A Level,Wales,0,240,Y,54,Withdrawn,1
BBB,2014B,588685,F,35-55,50-60%,HE Qualification,Scotland,0,120,Y,74.5,Withdrawn,1
BBB,2014B,589300,F,0-35,60-70%,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,589333,F,0-35,40-50%,A Level or Equivalent,South Region,0,120,N,79,Pass,0
BBB,2014B,589444,F,0-35,40-50%,A Level or Equivalent,South West Region,0,120,N,87.2,Distinction,0
BBB,2014B,589862,F,0-35,40-50%,Lower Than A Level,North Western Region,0,120,N,85.2,Pass,0
BBB,2014B,589997,F,35-55,80-90%,A Level or Equivalent,South West Region,0,60,N,94,Distinction,0
BBB,2014B,590408,F,0-35,0-10%,Lower Than A Level,London Region,0,60,Y,56.36363636,Fail,0
BBB,2014B,590520,F,0-35,30-40%,No Formal quals,South West Region,0,120,N,0,Fail,0
BBB,2014B,590798,M,0-35,30-40%,HE Qualification,South Region,0,60,N,0,Withdrawn,1
BBB,2014B,590812,F,35-55,0-10%,Lower Than A Level,Wales,0,120,N,54,Withdrawn,1
BBB,2014B,590870,F,0-35,30-40%,A Level or Equivalent,South East Region,0,60,N,46.75,Fail,0
BBB,2014B,591094,F,0-35,0-10%,Lower Than A Level,West Midlands Region,0,90,N,71.66666667,Withdrawn,1
BBB,2014B,591309,F,0-35,0-10%,Lower Than A Level,North Western Region,0,180,N,0,Withdrawn,1
BBB,2014B,591547,F,0-35,10-20,A Level or Equivalent,North Region,0,120,N,72,Fail,0
BBB,2014B,591725,F,0-35,40-50%,Lower Than A Level,Wales,1,120,N,55.66666667,Fail,0
BBB,2014B,591743,F,35-55,30-40%,Lower Than A Level,North Region,0,60,N,78,Fail,0
BBB,2014B,592193,F,35-55,80-90%,A Level or Equivalent,South East Region,0,120,N,88.54545455,Distinction,0
BBB,2014B,592602,F,0-35,80-90%,Lower Than A Level,South Region,0,120,N,82.33333333,Withdrawn,1
BBB,2014B,592725,M,0-35,,A Level or Equivalent,West Midlands Region,0,180,N,74,Pass,0
BBB,2014B,593345,F,0-35,60-70%,A Level or Equivalent,Yorkshire Region,0,240,N,56.22222222,Fail,0
BBB,2014B,593465,F,0-35,60-70%,A Level or Equivalent,Yorkshire Region,0,60,N,0,Withdrawn,1
BBB,2014B,594061,F,0-35,40-50%,A Level or Equivalent,East Anglian Region,0,60,N,86.81818182,Distinction,0
BBB,2014B,594417,F,0-35,60-70%,HE Qualification,Yorkshire Region,0,60,N,71.18181818,Pass,0
BBB,2014B,594774,F,35-55,20-30%,A Level or Equivalent,South Region,0,120,N,0,Withdrawn,1
BBB,2014B,595047,F,0-35,80-90%,Lower Than A Level,East Midlands Region,0,180,N,89.45454545,Withdrawn,1
BBB,2014B,596171,M,0-35,80-90%,HE Qualification,North Region,0,70,N,92.90909091,Distinction,0
BBB,2014B,596533,F,0-35,20-30%,A Level or Equivalent,Yorkshire Region,0,180,N,79.9,Pass,0
BBB,2014B,596602,F,0-35,70-80%,A Level or Equivalent,Scotland,0,60,N,0,Withdrawn,1
BBB,2014B,597316,F,0-35,40-50%,Lower Than A Level,North Western Region,0,120,Y,81.8,Pass,0
BBB,2014B,597321,F,0-35,0-10%,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,597610,F,35-55,20-30%,Lower Than A Level,Wales,0,75,N,0,Withdrawn,1
BBB,2014B,597730,F,0-35,10-20,A Level or Equivalent,East Midlands Region,0,180,N,72.77777778,Fail,0
BBB,2014B,597744,F,0-35,0-10%,Lower Than A Level,North Region,0,120,N,32.33333333,Withdrawn,1
BBB,2014B,597882,F,35-55,30-40%,A Level or Equivalent,East Midlands Region,0,150,N,77.9,Pass,0
BBB,2014B,598150,F,0-35,10-20,A Level or Equivalent,West Midlands Region,0,180,N,0,Withdrawn,1
BBB,2014B,598250,F,0-35,40-50%,Lower Than A Level,East Midlands Region,0,120,N,85.4,Withdrawn,1
BBB,2014B,598313,M,35-55,40-50%,A Level or Equivalent,London Region,0,120,N,70.16666667,Withdrawn,1
BBB,2014B,598415,F,0-35,30-40%,Lower Than A Level,South Region,0,120,N,81.1,Withdrawn,1
BBB,2014B,598451,M,35-55,80-90%,Lower Than A Level,East Anglian Region,0,120,N,82.5,Withdrawn,1
BBB,2014B,598495,F,0-35,0-10%,HE Qualification,Scotland,0,60,N,74,Fail,0
BBB,2014B,598614,F,0-35,10-20,A Level or Equivalent,Scotland,0,120,N,72.4,Pass,0
BBB,2014B,598624,F,0-35,60-70%,A Level or Equivalent,East Midlands Region,0,120,N,81.81818182,Pass,0
BBB,2014B,598694,F,0-35,90-100%,A Level or Equivalent,West Midlands Region,0,120,N,92.72727273,Pass,0
BBB,2014B,598836,F,0-35,30-40%,A Level or Equivalent,West Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,598918,M,0-35,40-50%,A Level or Equivalent,Ireland,0,60,N,84.09090909,Distinction,0
BBB,2014B,599132,F,35-55,60-70%,HE Qualification,North Western Region,0,60,N,78.9,Pass,0
BBB,2014B,599161,F,35-55,70-80%,Lower Than A Level,Scotland,0,120,N,77.875,Withdrawn,1
BBB,2014B,599202,F,0-35,70-80%,A Level or Equivalent,Scotland,1,120,N,93.45454545,Distinction,0
BBB,2014B,599207,F,35-55,20-30%,Lower Than A Level,Wales,0,60,Y,69,Pass,0
BBB,2014B,599382,F,35-55,70-80%,HE Qualification,South West Region,0,180,N,0,Withdrawn,1
BBB,2014B,599430,F,0-35,20-30%,HE Qualification,Scotland,0,120,N,0,Withdrawn,1
BBB,2014B,599480,F,0-35,30-40%,Lower Than A Level,London Region,1,120,N,0,Withdrawn,1
BBB,2014B,599495,F,35-55,50-60%,A Level or Equivalent,South West Region,0,60,N,81.09090909,Distinction,0
BBB,2014B,599769,F,0-35,60-70%,Lower Than A Level,South Region,0,150,Y,74.75,Fail,0
BBB,2014B,599990,F,35-55,80-90%,A Level or Equivalent,East Midlands Region,1,180,N,81.81818182,Pass,0
BBB,2014B,600259,F,0-35,10-20,Lower Than A Level,South East Region,0,120,N,0,Withdrawn,1
BBB,2014B,600407,F,0-35,40-50%,Lower Than A Level,North Western Region,0,180,N,83,Withdrawn,1
BBB,2014B,601010,M,0-35,80-90%,HE Qualification,Wales,0,60,N,83.7,Pass,0
BBB,2014B,601238,F,35-55,30-40%,Lower Than A Level,East Midlands Region,1,120,N,74.5,Pass,0
BBB,2014B,601316,F,35-55,40-50%,Lower Than A Level,South West Region,0,120,N,40.5,Withdrawn,1
BBB,2014B,601356,F,0-35,60-70%,Lower Than A Level,East Anglian Region,0,120,N,85.36363636,Distinction,0
BBB,2014B,601616,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,90,N,79.27272727,Pass,0
BBB,2014B,601862,F,0-35,60-70%,Lower Than A Level,Wales,0,60,N,76.63636364,Pass,0
BBB,2014B,602011,F,0-35,30-40%,Lower Than A Level,Scotland,0,120,Y,46.90909091,Withdrawn,1
BBB,2014B,602815,F,0-35,30-40%,Lower Than A Level,Yorkshire Region,0,60,N,75.42857143,Fail,0
BBB,2014B,602898,F,0-35,50-60%,Lower Than A Level,London Region,0,60,N,49,Withdrawn,1
BBB,2014B,602929,F,0-35,60-70%,Lower Than A Level,South Region,0,60,N,64.6,Fail,0
BBB,2014B,602991,F,35-55,80-90%,A Level or Equivalent,North Western Region,0,60,N,89.11111111,Pass,0
BBB,2014B,603061,F,35-55,50-60%,Lower Than A Level,Ireland,0,60,N,87.25,Withdrawn,1
BBB,2014B,603112,F,0-35,50-60%,Lower Than A Level,South Region,0,120,N,87.25,Pass,0
BBB,2014B,603348,F,0-35,40-50%,Lower Than A Level,South Region,0,60,N,0,Withdrawn,1
BBB,2014B,603543,F,0-35,40-50%,Lower Than A Level,East Midlands Region,0,60,N,0,Fail,0
BBB,2014B,603739,F,0-35,20-30%,Lower Than A Level,South West Region,0,60,N,76,Withdrawn,1
BBB,2014B,603762,F,0-35,50-60%,A Level or Equivalent,South East Region,0,60,N,83.45454545,Distinction,0
BBB,2014B,603888,F,35-55,70-80%,Lower Than A Level,Ireland,0,60,N,0,Withdrawn,1
BBB,2014B,604106,F,0-35,30-40%,Lower Than A Level,South West Region,0,120,N,82.90909091,Pass,0
BBB,2014B,604267,F,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,120,N,80,Withdrawn,1
BBB,2014B,604375,F,0-35,60-70%,A Level or Equivalent,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,604962,F,35-55,10-20,A Level or Equivalent,Ireland,0,120,N,78.27272727,Withdrawn,1
BBB,2014B,605388,F,0-35,90-100%,A Level or Equivalent,Scotland,0,60,N,0,Withdrawn,1
BBB,2014B,605474,F,0-35,30-40%,A Level or Equivalent,Scotland,0,120,N,0,Fail,0
BBB,2014B,605597,F,0-35,40-50%,HE Qualification,Scotland,1,120,N,72.375,Fail,0
BBB,2014B,605672,F,0-35,50-60%,A Level or Equivalent,West Midlands Region,0,120,N,84.7,Pass,0
BBB,2014B,605693,F,0-35,50-60%,Lower Than A Level,East Anglian Region,0,60,N,85.72727273,Pass,0
BBB,2014B,605771,F,0-35,40-50%,A Level or Equivalent,West Midlands Region,0,120,Y,50.8,Withdrawn,1
BBB,2014B,605956,F,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,60,N,0,Withdrawn,1
BBB,2014B,605971,F,0-35,20-30%,A Level or Equivalent,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,605996,F,0-35,50-60%,A Level or Equivalent,Ireland,0,120,N,57.36363636,Pass,0
BBB,2014B,606069,F,0-35,30-40%,Lower Than A Level,Wales,1,120,N,70.1,Pass,0
BBB,2014B,606075,F,0-35,60-70%,Lower Than A Level,Ireland,0,60,N,0,Fail,0
BBB,2014B,606155,F,0-35,60-70%,Lower Than A Level,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,606313,F,35-55,60-70%,HE Qualification,Scotland,0,75,Y,83,Pass,0
BBB,2014B,606335,F,0-35,40-50%,A Level or Equivalent,North Western Region,0,120,Y,0,Withdrawn,1
BBB,2014B,606501,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,1,120,N,0,Withdrawn,1
BBB,2014B,606529,M,0-35,90-100%,A Level or Equivalent,West Midlands Region,0,120,N,86.25,Fail,0
BBB,2014B,606634,F,35-55,30-40%,Lower Than A Level,East Midlands Region,0,90,N,83.72727273,Pass,0
BBB,2014B,606690,F,0-35,80-90%,HE Qualification,Yorkshire Region,0,120,N,91.72727273,Pass,0
BBB,2014B,607108,F,35-55,40-50%,A Level or Equivalent,East Anglian Region,0,120,N,75.5,Fail,0
BBB,2014B,607220,F,0-35,0-10%,Lower Than A Level,Yorkshire Region,0,60,N,62.9,Pass,0
BBB,2014B,607339,F,0-35,0-10%,A Level or Equivalent,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,607380,F,0-35,10-20,A Level or Equivalent,South East Region,1,120,N,0,Fail,0
BBB,2014B,607436,F,35-55,20-30%,Lower Than A Level,London Region,0,180,Y,0,Withdrawn,1
BBB,2014B,607487,F,0-35,20-30%,No Formal quals,East Anglian Region,0,60,N,0,Withdrawn,1
BBB,2014B,607529,F,0-35,50-60%,HE Qualification,Scotland,0,60,N,79.18181818,Pass,0
BBB,2014B,607646,F,0-35,10-20,Lower Than A Level,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,607678,F,0-35,30-40%,No Formal quals,East Anglian Region,0,60,N,74.125,Pass,0
BBB,2014B,607848,F,0-35,20-30%,Lower Than A Level,North Western Region,0,180,N,82,Withdrawn,1
BBB,2014B,607953,F,35-55,0-10%,Lower Than A Level,Yorkshire Region,0,60,N,74.1,Fail,0
BBB,2014B,607973,F,0-35,30-40%,HE Qualification,North Region,0,120,N,0,Withdrawn,1
BBB,2014B,608060,F,0-35,10-20,A Level or Equivalent,London Region,0,120,N,0,Withdrawn,1
BBB,2014B,608104,F,35-55,90-100%,A Level or Equivalent,South Region,0,60,N,85.45454545,Distinction,0
BBB,2014B,608110,F,0-35,20-30%,A Level or Equivalent,South West Region,0,60,N,79.22222222,Pass,0
BBB,2014B,608164,M,35-55,70-80%,HE Qualification,South West Region,0,180,N,89.81818182,Distinction,0
BBB,2014B,608407,F,0-35,20-30%,Lower Than A Level,North Region,0,120,N,87.18181818,Distinction,0
BBB,2014B,608774,F,35-55,0-10%,Lower Than A Level,Scotland,0,60,N,0,Withdrawn,1
